title,text,subject,date,label
"Sudan general, nine soldiers killed in Darfur clashes: SUNA","Sudan general, nine soldiers killed in Darfur clashes: SUNA

December 14, 2012

NileNews

Sudanese soldiers on Monday fought gun battles in and around El Fasher, the capital of the Darfur region, killing at least nine soldiers, according to official Sudanese news agency SUNA.

The fighting erupted during an operation by the Sudan Liberation Army (SLA) in El Fasher, after a group of suspected members had attacked a military base, said the official.

Sudanese forces have not responded to a Sudan Tribune request for comment on the clashes.

The SLA was formed in August 2011, after longtime President Omar al-Bashir declared an",fake,fake,1
"For Chinese officials, Trump perhaps better the devil they don't know","For Chinese officials, Trump perhaps better the devil they don't know than the one they do -- at least as long as his trade policy is in effect.

The People's Republic is a country of 1.3 billion people where the average citizen can only imagine the potential of the internet, and a handful know the full details of the recent China-U.S. trade agreement, the U.S. Mexico Canada Agreement (USMCA).

The details of USMCA are still emerging, but one thing is clear, U.S. President Donald Trump's threats to impose additional tariffs on Chinese goods have forced Beijing's hand. At long last, Chinese officials are ready to engage with the U.S. on these issues",fake,fake,1
Brazil seeks to revoke asylum of Italian ex-guerrilla convicted of murder,"Brazil seeks to revoke asylum of Italian ex-guerrilla convicted of murder

A former Italian leftist guerrilla and former member of the Italian Red Brigades who escaped prison while serving a 15-year sentence for a 1978 murder is facing expulsion from Brazil after prosecutors there launched an investigation into his claim for asylum.

Fabio Tullo, a former member of the Italian Communist Party (PCI) as well as of the Italian People’s Liberation Movement (ML), was sentenced in March 2015 to 15 years behind bars after a military court in Rome found him guilty of murdering in 1978, three years after escaping Italy during a police raid in which six people were arrested.He escaped after being transferred to San Paolo prison in Milan, where",fake,fake,1
"Nothing should change, says Britain in bid for post-Brexit security pact","Nothing should change, says Britain in bid for post-Brexit security pact with E.U.

LONDON — As Brexit looms, Britain has begun an attempt to secure the rights of its citizens living within the borders of the European Union once the U.K. leaves, an unprecedented attempt to secure British nationals' continued access to EU institutions after 2020.

The U.K. has been seeking a ""status deal"" with the EU since the referendum in June 2016, which has become more urgent amid the continued uncertainty over the terms under which the U.K. will leave the E.U. later this year. Though Prime Minister Theresa May announced last month her intention to trigger Article 50 of the European Union's Lisbon Treaty, the",fake,fake,1
Kushner to make statement to the press after speaking to lawmakers,"Kushner to make statement to the press after speaking to lawmakers

KUSHNER TO MAKE STATEMENT TO THE PRESS AFTER SPEAKING TO LAWMAKERS

By:

Robby Soave and Christopher Stroik,

July 25, 2019 — Trump’s son-in-law and adviser Jared Kushner will be making a public statement to reporters following testimony to a Senate and House committee Wednesday and then will speak to reporters on Thursday, according to sources with knowledge of the matter.

Kushner is expected to address his contacts with the Russian ambassador following revelations that he had met with the man in the final year of the 2016 campaign.

Kushner’s testimony Wednesday comes as the",fake,fake,1
Congress should give Puerto Rico debt restructuring authority: White House,"Congress should give Puerto Rico debt restructuring authority: White House

The White House released a statement that urged Congress to give Puerto Rico special federal status and debt relief.

This week, the Federal Communications Commission voted unanimously to repeal net neutrality rules that prevented Internet service providers from discriminating on content.

But the White House isn't happy with that.

The FCC's decision was ""outrageous and will be overturned,"" the White House said in a statement.

""The FCC caved to the big broadband providers' assault on the open Internet,"" it said. ""The FCC's decision will not only harm consumers and entrepreneurs, it also violates bipartisan and bicameral Congressional intent.""

""The Administration will continue to",fake,fake,1
No deal on tax among German coalition parties: conservative politician,"No deal on tax among German coalition parties: conservative politician

BERLIN, Germany (AP)  One of Germany's leading conservatives says he is willing to cut taxes in exchange for measures to lower the retirement age.

The proposal was made by Uli Hoeneß, the president of the board of the powerful association of Germany's largest sports clubs and whose family controls the Bayern Munich soccer club.

Hoeneß, who heads the ruling conservative party, said Tuesday that he would be willing to drop his party's long-standing resistance to a so-called ""Agenda 2010"" plan calling for higher taxes on the wealthy. But he warned that he could not agree to lower the retirement age, which would be a slap",fake,fake,1
Israeli minister reveals covert contacts with Saudi Arabia,"Israeli minister reveals covert contacts with Saudi Arabia

Israeli journalist Motti Almoz, who was a deputy director for internal policy of Israeli Prime Minister Benjamin Netanyahu's office during the second intifada, has published a new book in which he claims that Israel's foreign minister in 2003 warned the government that it was in danger of a ""second Holocaust.""

In his new book, ""The Other Holocaust: Reflections On Israel's Targeted Killing Program,"" Almoz details his work as an assistant to the prime minister to investigate whether then-foreign minister, Shimon Peres, informed the government of the high risk of an eventual second Holocaust that was looming.

Although the risk was not borne out, Almoz claims the",fake,fake,1
Factbox: Why the Zika virus is causing alarm,"Factbox: Why the Zika virus is causing alarm in Brazil, Latin America and the Caribbean

(Reuters Health) - The Aedes aegypti mosquito, the main carrier of the Zika virus in the Americas, is capable of transmitting the virus without making people sick. This makes Zika an “amplifying” vector, meaning the virus can be spread to other people from an infected person, without causing illness.

In this case, the virus spreads easily from a pregnant woman to a child during the first trimester of pregnancy, and can cause microcephaly, a condition characterized by abnormally small heads and incomplete brain development in infants. The risk of the virus causing birth defects is probably low, but for now",fake,fake,1
"Obama, Fed's Yellen discussed economic risks in White House meeting","Obama, Fed's Yellen discussed economic risks in White House meeting A White House official confirmed a meeting took place.

 -- The official account is that President Barack Obama met with Federal Reserve Chairwoman Janet Yellen in the Oval Office today as part of Obama’s regular, weekly White House economic briefing.

However, news of the meeting leaked to Marketwatch on Tuesday, which in turn caused stocks to fall, at least temporarily.

A White House official confirmed a meeting took place between Yellen and the president but said it was strictly a courtesy visit.

“The president’s economic team was expecting her to meet with the president and didn’t know the specific timing of the meeting,",fake,fake,1
Franco-German fighter jet project likely to be opened to other countries,"Franco-German fighter jet project likely to be opened to other countries

By Richard Black

14 June 2012

The long-standing Franco-German Project F-X, under which the two nations have agreed since 2007 to develop a new fighter jet together, will likely be opened to other countries following the failure of a US-German attempt to sign up Italy as a partner.

Sources in France say that, rather than cancelling the project entirely, the two countries would continue the development of the plane which would be designated by the acronym F110, but with the engine now provided by Pratt & Whitney as well as the airframe built by Dassault Aviation. They say that Germany would be prepared to use the plane for export",fake,fake,1
Senate Ethics Committee opens probe of Senator Franken,"Senate Ethics Committee opens probe of Senator Franken

The Senate Ethics Committee said it opened an investigation into Minnesota Sen. Al Franken’s alleged groping of a woman at a Minnesota comedy club last year amid calls for his resignation.

Chairman Sen. Pat Roberts of Kansas said the investigation opened Tuesday morning and focused on whether Franken’s conduct was “consistent” with a federal law that prohibits senators from engaging in inappropriate behavior toward staffers.

Franken said during an appearance on NBC’s “Today” show he hoped the investigation didn’t derail his campaign against Republican Roy Blunt for the Missouri Senate seat he is running from.

Franken said he and his staff “",fake,fake,1
"Russia says continues dialogue with Washington on North Korea, Iran: RIA","Russia says continues dialogue with Washington on North Korea, Iran: RIA

BRUSSELS—The Kremlin on Tuesday reiterated its support of the landmark nuclear accord struck in July between Iran and six world powers, but warned it is still monitoring Iran’s compliance with the deal.

“We continue to observe the development of this situation in Iran,” Kremlin spokesman Dmitry Peskov told reporters. “We support the international community’s efforts to resolve this issue and hope that there will be a peaceful settlement,” he added. “We’re waiting for Iran to take decisions to comply with the deal,” he added.

The EU’s foreign policy chief, Federica Mog",fake,fake,1
Greece and Turkey trade barbs as Erdogan visits Athens,"Greece and Turkey trade barbs as Erdogan visits Athens

Turkey's President Recep Tayyip Erdogan attends a round table meeting with European Union leaders in the margins of an EU summit at the European Council in Brussels, Belgium October 18, 2017. REUTERS/Toby Melville

By Mark Lowen

ATHENS, Oct 18 (Reuters) - A visit by Turkish President Recep Tayyip Erdogan to Greece this week has been overshadowed by accusations from officials in his own country that Athens is failing to take effective steps to curb migration to Europe.

Greece is expected to remain locked in a political impasse over the migrant issue despite the arrival of the first group of Turks crossing from neighbouring Turkey, which Athens has agreed to take.
",fake,fake,1
Turkey seeks life sentences for 60 ex-military over 1997 'post-modern coup',"Turkey seeks life sentences for 60 ex-military over 1997 'post-modern coup' The former military officers face life sentences if found guilty of high treason.

 -- Turkey announced on Wednesday, Nov. 21, a life sentence for more than 60 former high-ranking military officers for the events of ""post-modern coup,"" which took place during the height of the military's power in 1997.

They include former Navy and Air Force commanders and a former Chief of the General Staff, who were each found guilty of high treason and sentenced on Nov. 21, the Turkish Armed Forces announced. The suspects received life sentences from the Turkish Military Court.

The military court ordered the suspects' properties to be confiscated and their passports to",fake,fake,1
"Hastert loses one Illinois pension, keeps another after sentencing","Hastert loses one Illinois pension, keeps another after sentencing for fraud

Tuesday

Jan 29, 2013 at 2:45 AM

By TOM TAYLORAssociated Press

FORTUNE -- House Speaker Dennis Hastert was sentenced today to 15 months in prison for a variety of financial crimes but avoided the possibility of a felony conviction that could have jeopardized his chances of becoming chairman of the Republican National Committee.

The 75-year-old Hastert walked free, after a sentencing hearing that lasted about four hours in which he expressed remorse for his actions, begged the court for mercy, and then went before the court without a public defender to plead guilty to a host of financial crimes.

Haster",fake,fake,1
"Turkey urges Iraqi Kurds to drop referendum, cites sanctions","Turkey urges Iraqi Kurds to drop referendum, cites sanctions over Kurdistan poll

Turkish President Recep Tayyip Erdogan and his ministers are urging Iraqi Kurdistan to cancel the controversial independence referendum next week, in a move that could lead to the imposition of sanctions on Turkey and disrupt oil trade.

Turkey’s President Recep Tayyip Erdogan has sent a letter to the Kurdish Regional Government (KRG) asking them to cancel the October 1 independence referendum, citing the “danger” the vote poses to Turkey’s national security.

The Kurdish-led autonomous region in northern Iraq is due to hold an independence referendum on Monday, defying Baghdad’s warnings and international opposition.

Turkey’s President Recep Tayyip Erdogan has urged Iraqi",fake,fake,1
Ukraine agrees to sign EU summit declaration: officials,"Ukraine agrees to sign EU summit declaration: officials

Reuters

By Andrew Osborn and Georgi Stankov

KIEV, July 15 (Reuters) - Ukraine's parliament yesterday
signed a deal which will see the country become a signatory to the
""European Union Association Agreement"" with the 28-nation bloc. The
deal - agreed by the pro-EU president Viktor Yanukovich and
anti-EU prime minister Arseniy Yatsenyuk - is widely seen as
ending the country's political crisis and paving the way for EU
membership.

""I'm not so much worried about me, as I am worried about how
I'm going to explain this to my grandchildren and what will",fake,fake,1
Czech far-right party says will not support new government,"Czech far-right party says will not support new government

Reuters

Reuters

MICHAL CIUROVIC

Prague

A few days ago, the Czech Social Democrats (CSSD) tried to put together a new government, led by the new center-right prime minister Andrej Babiš, to the dismay of the far-right ANO party. The ANO party, led by anti-EU candidate Andrej Babiš, decided to leave the Social Democrats' government. In a shocking turn of events, Babiš has just announced that he will not support the new government and will leave it to President Miloš Zeman to name a new one. It's hard to imagine the",fake,fake,1
"Myanmar forces may be guilty of genocide against Rohingya, U.N. says","Myanmar forces may be guilty of genocide against Rohingya, U.N. says

UNITED NATIONS, Jan. 28 (UNHCR).- Reports of the brutal treatment of the Rohingya community in Myanmar by the Burmese military may amount to genocide, a senior U.N. official said Tuesday in a briefing to the Security Council amid concerns over worsening relations between the two countries.

The comments by U.N. Human Rights Chief Zeid Al Hussein follow a report by a U.N.-appointed fact-finding mission which documented widespread violations of international human rights and refugees law against the stateless Muslim minority, including mass killings, rape, torture and arson.

The allegations of Rohingya massacres in Rakhine state,",fake,fake,1
Lack of clear UK stance making Brexit talks tough: French PM,"Lack of clear UK stance making Brexit talks tough: French PM

The talks are proving difficult, with the United Kingdom and the European Union unable to agree on the terms of their future relationship.

“This is a complex negotiation, it’s a bit of a pick ‘n’ mix job,” Mr Tusk told the European Parliament in Strasbourg.

“When you have this kind of negotiation, there are always issues,” he said.

“We have to work together to make this as simple and effective as possible.”

European Council chief Donald Tusk (R) arrives at the European Parliament in Strasbourg, eastern France, January 20, 2017",fake,fake,1
NATO launches Black Sea force as latest counter to Russia,"NATO launches Black Sea force as latest counter to Russia

Moscow has called snap election for March 2

NATO launched on Wednesday a military force in the Black Sea region as the latest deterrent to Russia's occupation of Ukraine's Crimea peninsula and its war in eastern Donbas.

The NATO response comes a day after Russia's president Vladimir Putin called an election Tuesday for March 2, which some Ukrainians fear marks a return to authoritarianism in Russia.

The alliance also approved an urgent call-up of some 4,000 additional troops from the 28-member alliance, the largest increase since the Cold War to bolster the military presence on its eastern and southern borders.

In the east, NATO will send six Black Sea battle groups",fake,fake,1
Russian long-range bombers strike Islamic State targets in Syria,"Russian long-range bombers strike Islamic State targets in Syria, Saudi Arabia.

Russia’s long-range bombers carried out their first strikes in Syria on Saturday since their intervention in the embattled country began in September, launching raids on Islamic State targets in Syria and Saudi Arabia’s oil facilities.

The strikes were ordered after a phone call between President Vladimir Putin and Saudi King Salman, according to Russian media reports.

The Russian military has made public few details about the operation so far, including the target list.

In the Russian newspaper Kommersant, the Defense Ministry said that the strikes had been carried out by Russia’s long-range aviation forces, including the strategic bombers Tupolev Tu-",fake,fake,1
Croatia jails Serb paramilitary commander for war crimes,"Croatia jails Serb paramilitary commander for war crimes

By
Michael A. Cohen /
December 23, 2012

A police officer points a rifle at protestors in the eastern town of Ravno Selo, some 30 km north of the capital, Podgorica, on Saturday. A member of the self-defense police unit, Bojan Pajovic, was last week sentenced for war crimes.

Ravno Selo, Croatia

(CNN) -- A Croatian court last week sentenced a former Serb commander to 30 years behind bars for war crimes committed during the 1991-95 civil war.

Bojan Pajovic had been accused of ordering the killing of dozens of civilians in Ravno Sel",fake,fake,1
"Prior to his SEC nomination, Clayton communicated with SEC contractor","Prior to his SEC nomination, Clayton communicated with SEC contractor officials

* * *

August 24, 2010; by David Cohen; The Wall Street Journal - The SEC has yet to say whether it will press a corruption case against the former president of a California firm, a source familiar with the matter said Wednesday. SEC spokesman John Nester declined to say whether the agency ""will continue to pursue this matter"" or ""has determined the matter should be closed."" Former SEC commissioner Harvey Goldschmidt, who was a member of President Obama's Federal Trade Commission during the time that Clayton was president of the California firm, is a central figure in the inquiry, according to documents the SEC filed in May detailing its investigation. Goldschmidt and Clayton worked",fake,fake,1
Justice Department names new acting head of drug enforcement agency,"Justice Department names new acting head of drug enforcement agency

Attorney General Jeff Sessions, right, with Acting Deputy Attorney General Dana Boente, left. Sessions, during his confirmation hearings on Jan. 10, 2017, promised to ""get tough on illegal drugs."" Photo Credit: Associated Press

WASHINGTON - Attorney General Jeff Sessions, who made a fiery pledge to ""get tough on illegal drugs"" as a U.S. senator, on Tuesday named his assistant, Dana Boente, to serve in the role of acting attorney general, a crucial post overseeing a top law enforcement agency.

Boente, a career Justice Department official who has served as the agency's acting deputy attorney general since May, will be responsible for all of its day-",fake,fake,1
Saudi Arabia condemns Trump decision to recognize Jerusalem as capital of Israel,"Saudi Arabia condemns Trump decision to recognize Jerusalem as capital of Israel Published duration 20 December 2018

image copyright Reuters image caption Mr Trump tweeted that he would delay embassy move

Saudi Arabia has strongly deplored the US decision to move its embassy in Israel to the holy city of Jerusalem.

The kingdom called the decision ""irresponsible"" and ""unhelpful"" to the Middle East peace process.

Saudi Foreign Minister Adel al-Jubeir also said the move was a ""violation"" of International Law and a ""dangerous escalation"".

The Trump administration says that the move will help peace between Israelis and Palestinians.

What did Saudi Arabia say about the decision?

Mr Jubeir said following a",fake,fake,1
Mnuchin says no regrets over government plane use,"Mnuchin says no regrets over government plane use

Treasury Secretary Steven Mnuchin has no regrets over using a government airplane to fly last week to New York and back to Washington for his honeymoon with his wife, a Treasury official said Monday.

Advertisement

The department confirmed that Mnuchin took the trip, but said that he paid for the round-trip flights.

One passenger on the return trip was Mnuchin’s twin brother, Robert Mnuchin, who serves as the department’s deputy secretary. Robert Mnuchin said he paid for his own travel expenses, as did the couple’s son, Alexander. Both flew first-class on the return trip.

The department had previously said",fake,fake,1
Austrian far-right leader says has ruled out Brexit-style vote,"Austrian far-right leader says has ruled out Brexit-style vote in September

The Alternative for Germany has declared that the country’s next national election will be held in September

Austria’s far-right Freedom Party (FPÖ) won the most votes in last year’s parliamentary election, but fell well short of an outright majority.

It was the first test for the incoming coalition government, which is an uneasy alliance between the FPÖ and the centre-left Social Democrats.

The far-right party, led by Heinz-Christian Strache, hopes to win the first round of voting in July, and then form a coalition government without needing another election.

In",fake,fake,1
"Senators question Kaleo' $4,500 tag on opioid overdose treatment","Senators question Kaleo' $4,500 tag on opioid overdose treatment

Tuesday

May 13, 2018 at 9:00 AM

Cindy Carrigg, The Baltimore Sun

A proposal recently submitted by Kaleo Pharmaceuticals Inc. to be the sole provider of an opioid overdose antidote in Maryland may actually be making the problem worse, said a group of senators who have concerns about the proposal.

The Maryland Patient Safety Caucus, a group of 13 senators who came together last year after a string of overdoses involving Kaleo’s drug, naloxone, said they had questions about the company’s plan to treat the estimated 10,000 Marylanders who are believed to die",fake,fake,1
State Department official 'pressured' FBI to declassify Clinton email: FBI documents,"State Department official 'pressured' FBI to declassify Clinton email: FBI documents

In the aftermath of one of the darkest weeks of the #MeToo movement, a State Department official allegedly pressured the FBI to declassify Hillary Clinton’s private email server, according to documents obtained by The Daily Caller News Foundation.

The bombshell details were revealed as the FBI continued to keep its interview with Clinton’s top-secret server administrator, Paul Combetta, secret.

The FBI has been investigating Clinton’s handling of classified information since shortly after her use of a private email address became public in October. The FBI has been using that investigation to question Clinton and any aides who were at the State Department at the same time",fake,fake,1
Three suspected al Qaeda militants killed in Yemen drone strike,"Three suspected al Qaeda militants killed in Yemen drone strike: US officials

Two suspected al Qaeda militants were killed as a result of a drone strike carried out in Yemen on Saturday, officials said.

An estimated 16 militants were killed in the strike, and the officials said two drone operators fired at the location at the request of US forces.

The officials spoke to ABC News on the condition of anonymity because they were not authorized to speak to the media.

According to the officials, the strike took place west of Al Baydah, a city in Hadramout Province.

US forces told the Pentagon that two militants were killed in a strike in the Al Baydah area last night, and that there was no collateral",fake,fake,1
"U.S. will change course on climate policy, says former EPA transition head","U.S. will change course on climate policy, says former EPA transition head

“The American people deserve a responsible and effective federal government that is willing to take proactive steps to protect our environment and our natural resources,” said former EPA transition head and former Trump transition team official Myron Ebell (in photo) with Sen. Marco Rubio (R-FL) in Florida on Jan. 30. (Photo: Senate Foreign Relations Committee via Flickr.com)

The United States will soon change course on climate change policy and its focus will move more to boosting fossil fuels than protecting the environment, according to a former top official in the Trump administration.

Myron Ebell, a climate change skeptic who has been",fake,fake,1
Norway to appoint first woman foreign minister: reports,"Norway to appoint first woman foreign minister: reports

Oslo, Norway, Monday 8th March 17: Norway will appoint its first woman foreign minister as part of an early reform package for the next cabinet, according to media reports.

The government will announce a series of cabinet reforms by Monday, including a woman as foreign minister in a country which prides itself on the progress it has made in terms of gender equality.

Prime Minister Erna Solberg is expected to announce the new government in a news conference on Tuesday, according to Norwegian news agency NTB.

The choice of the first female Norwegian foreign minister will come as a major boost for Norway who were the first to have a female vice prime minister this year.",fake,fake,1
House Democrats rally to protect Special Counsel Mueller,"House Democrats rally to protect Special Counsel Mueller’s investigation. We need to act now – and we can’t wait for Trump to fire the Special Counsel

For the first time in American politics, Democrats now believe they have a good chance of winning back the presidency next year – and in doing so, reclaiming the Senate and perhaps even the House. If we can’t stop Trump, our only hope is to find a way to make him work for us: to force him to expose himself and his aides by firing the special counsel, Robert Mueller, and the deputy attorney general, Rod Rosenstein, and exposing himself and his senior officials for corruption.

The special counsel investigation has finally gotten to the point at which a",fake,fake,1
Security for Trump's summer visit ruffles tranquil New Jersey town,"Security for Trump's summer visit ruffles tranquil New Jersey town

By
Peter Nickeas
January 2, 2017

The White House plans to spend nearly half of its time over seven consecutive days at one of Donald Trump's golf courses in New Jersey, leaving behind a sleepy suburban town where locals are still reeling from a string of crime incidents that began two years ago.

Trump's planned visit to the course at Trump National Golf Club in Bedminster, along with his campaign promise to build a border wall, and his continued public criticism of America's close alliance with NATO, are making the small Bedminster-area town of around 3,500 people a target for anti-Trump activists, media outlets, and politicians.
",fake,fake,1
"Peru's president pardons ex-leader Fujimori, citing his health","Peru's president pardons ex-leader Fujimori, citing his health, but questions remain, say rights groups

Peru's former president Alberto Fujimori walks in the corridors of the hospital where he is staying on September 23, 2017 in Lima, after doctors said his kidney problems and heart problems have worsened. (Photo by Miguel Villagran / Getty Images)

Lima, Nov. 27, 2009 (The Lima Post): Peruvian President Alan Garc�a announced a pardon of Alberto Fujimori, his former leader, in a nationally televised speech Sunday, saying he is suffering from poor health.

The move was a surprise move by Garc�a, who recently said his decision on Fujimori had",fake,fake,1
France to discuss possible new Rafale sale with Egypt's al-Sisi: Le Maire,"France to discuss possible new Rafale sale with Egypt's al-Sisi: Le Maire Source : lemondeloup.fr

France and Egypt have held a working meeting on the Rafale, the French fighter jet that will replace the Mirage 2000, in a sign of further French involvement in the Middle East, the French foreign ministry announced on Thursday. The two nations have been discussing a possible new sale of the jets in recent weeks, a French diplomat confirmed to AFP. The working meeting was organized to ""underline the interest in continuing"" the program that is believed to cost around €6 million per jet, the diplomat said on condition of anonymity. The ministry added that discussions were continuing in the framework of the memorandum of understanding signed in",fake,fake,1
Mexico says won't pay for Trump's 'terrible' border wall,"Mexico says won't pay for Trump's 'terrible' border wall The U.S. is not the only country that will not pay.

 -- Mexico is standing firm on its decision not to pay for President Donald Trump's long-promised border wall.

At a news conference on Sunday, Mexico's foreign minister Luis Videgaray said “the answer is no” when asked whether Mexico would pay for the wall.

“What we want is that this wall does not exist, or that it does not become a reality,” he said.

Videgaray, who was the president of Mexico from 2015 to 2018, said that Mexico was not giving up on their stance.",fake,fake,1
Ryan says expects legislation to replace Obamacare this year,"Ryan says expects legislation to replace Obamacare this year, but says it should include changes to Medicaid and Medicare in addition to the private insurance market. “If we were going to get a bill that repealed Obamacare, it would have to include the Medicaid and Medicare programs as well,” said Ryan. “We’re going to be holding the line on Medicare.” Ryan added that the U.S. should not try to negotiate a new trade agreement, as Obama has proposed, until next year.

Budget deficit is the government's total annual spending minus its total annual revenue. The deficit, which is largely driven by an aging population and medical costs, is what made U.S. debt the most troublesome issue in",fake,fake,1
Obama scolds Senate Republicans for Supreme Court threat,"Obama scolds Senate Republicans for Supreme Court threat

White House press secretary Jay Carney on Tuesday told the nation that the president “is deeply disappointed” with remarks by a Republican senator on the U.S. Supreme Court, calling them “outrageous” and “disgraceful.”

“The statement that came out from this senator at the same time as the president was speaking about the situation in Syria was just outrageous and disgraceful,” Carney said in response to a question from CNN’s Dana Bash.


“It shows a lack of concern for human life, a basic concern about the future of U.S. policy and a sense that that matters about as",fake,fake,1
White House does not rule out Sessions recusal on Russia probes,"White House does not rule out Sessions recusal on Russia probes

The White House, at least, is not ruling out the possibility that Attorney General Jeff Sessions recuses himself from the FBI and Justice Department Russia investigation after previously saying he would remain on the job.

“We don’t have a White House position on this,” White House press secretary Sarah Huckabee Sanders told ABC News’ “This Week” on Sunday.


“The president has said this, he said the same thing during the campaign. We’ll leave it up to the attorney general to make that determination, which he certainly has discretion to do,” Sanders said.

As for President Donald Trump’",fake,fake,1
"Trump again vows to bring back U.S. jobs, but offers few details","Trump again vows to bring back U.S. jobs, but offers few details on how or when. Will it happen?

WASHINGTON — As he made his case for keeping some of the country’s blue-collar jobs in the United States, President Donald Trump said “we’re gonna bring back jobs,” and he promised to “bring back jobs from China, from Mexico.”

The promise came in a speech from Trump at the Economic Club of Indiana, his first big address since he was elected. But Trump offered few details on whether or how he intends to do so.

His message — and the substance of that message — is now in question. More than a month after his",fake,fake,1
Illinois House Democrats advance FY 2017 budget amid veto threat,"Illinois House Democrats advance FY 2017 budget amid veto threat

A House panel held the first of two legislative hearings on the Illinois
House's FY 2017 budget Wednesday, giving first responders access to
health and dental benefits and boosting spending on education and
transportation.

The budget passed by the House and Senate this month provides an
increase of $1.2 billion for public education. It also provides $5.6
billion in total funding for higher education, $6.6 billion for
transportation, and $20.9 billion for public safety.

The budget passed by the Senate on Tuesday contained funding for
transportation that came from a proposed fee on hospitals and a
tax-increase option that",fake,fake,1
"Only five ministers, attorney general turn up for Zimbabwe cabinet meeting: sources","Only five ministers, attorney general turn up for Zimbabwe cabinet meeting: sources

Five ministers turned up for a meeting of the Cabinet on Monday evening.

There were three men and two women.

However, there were no female ministers at the meeting.

Nelson Chamisa led the five ministers at the meeting.

“The meeting lasted more than an hour and was very cordial. The ministers discussed various issues.

“Nelson Chamisa was very much involved and took charge of the meeting. During the meeting, there was no mention of the swearing in ceremony,” said a source at the meeting.

The source said Chiwenga was also present at the meeting.

",fake,fake,1
Trump lawyers make final Supreme Court pitch on travel ban,"Trump lawyers make final Supreme Court pitch on travel ban The president's lawyers made their final pitch to the Supreme Court over his contentious travel ban.

The lawyers representing President Donald Trump in his battle against a court order blocking his travel ban made their last pitch to the U.S. Supreme Court on Monday, saying that the president's sweeping, temporary ban on refugees and travelers from six Muslim-majority countries is necessary to keep America safe from terrorism.

In their final push at the nation's highest court, they also urged the justices to put up or shut up when it comes to blocking the White House's appeal of a ruling by a lower court judge that halted Trump's third executive order, which was issued in September 2017 and was also blocked",fake,fake,1
Colombia urgently crafting law to allow crime gangs to surrender,"Colombia urgently crafting law to allow crime gangs to surrender

KILLED BY THE MAFIA: A victim of a recent gangland killing in Colombia. It says a crime group that controls areas of the region, the Urabeños, have agreed to surrender. PHOTO: AFP

Colombia urgently crafting law to allow crime gangs to surrender

KILLED BY THE MAFIA: A victim of a recent gangland killing in Colombia. It says a crime group that controls areas of the region, the Urabeños, have agreed to surrender. PHOTO: AFP

Colombian authorities are working on a draft amendment to a law allowing for the surrender of criminal groups, ahead of a summit on",fake,fake,1
Senator Jeff Sessions to endorse Trump White House bid: Drudge Report,"Senator Jeff Sessions to endorse Trump White House bid: Drudge Report

WASHINGTON (Reuters) - U.S. Senator Jeff Sessions, a top adviser to Republican presidential nominee Donald Trump, announced his endorsement of him on Monday, the Drudge Report said.

Sessions, 68, is best known as a former federal prosecutor who twice served as a U.S. Senator from Alabama.

The Drudge Report said he was on ""tour of Alabama"" and making ""several stops."" Sessions' name, Drudge added, appeared on a poster at one point.

""Great honor to endorse Donald Trump for President of the US,"" he said in a tweet.

The Drudge Report first disclosed Sessions'",fake,fake,1
"U.N. says fighting stops in Sanaa, Saleh funeral expected","U.N. says fighting stops in Sanaa, Saleh funeral expected

SANAA (Reuters) - Fighting has halted in the capital Sanaa for the first time in several months, while thousands of people thronged the streets on Friday to mark the funeral of former Yemeni President Ali Abdullah Saleh.

The United Nations peacekeeping mission in Sanaa said in a statement it had observed a ""cease fire"" on Friday afternoon. The United Nations Security Council condemned the violence on Tuesday that killed at least 55 people.

The statement, issued at 2120 GMT, reported that all U.N. personnel had left their posts in Sanaa. A source inside the U.N. mission told Reuters the diplomats had pulled",fake,fake,1
Brazil's Temer faces new graft charges over JBS testimony,"Brazil's Temer faces new graft charges over JBS testimony

Reuters Staff

3 Min Read

(Reuters) - A Brazilian prosecutor on Friday charged Dilma Rousseff’s ex-chief of staff, Romero Jucá, with taking bribes in an alleged kickback scheme on the sale of soybean oil to state-run petrochemical company Braskem, as investigators dig deeper into a murky web of political involvement in the scandal engulfing Brazilian politics.

According to documents seen by Reuters on Friday, Jucá, a powerful figure in the Chamber of Deputies in the country’s congress and a possible future candidate for the presidency, is being charged with taking at least $17 million in bribes",fake,fake,1
"U.S. Senate's Reid, in last round, jabs outside money in Nevada succession fight","U.S. Senate's Reid, in last round, jabs outside money in Nevada succession fight

Sen. Harry Reid, D-Nev., a front-runner for the U.S. Senate seat held by Democrat and former boxer and actor Rick ""Duke"" Nelson, makes closing arguments Tuesday in Reno before his closest opponents: Senate Majority Leader Mitch McConnell, a Republican, and former state House Speaker Ross Miller, a Republican unaffiliated with any party who also ran for the seat in 2006.

HENRICO — Senate Majority Leader Harry Reid on Tuesday jabbed his two finalists for the U.S. Senate seat he holds out of Nevada, suggesting his opponents are being picked and funded with millions of dollars from outside interests",fake,fake,1
