title,text,subject,date,label
Turkish foreign minister says Assad administration must be removed,"Turkish foreign minister says Assad administration must be removed before a ceasefire can take place

The foreign ministers of Turkey and Russia have met for talks in Vienna, and the Turkish minister said the Syrian administration and those who support it must go first before any peace talks can take place. The talks come after Russia announced a temporary truce in the area.

“No ceasefire, no peace – Syria must be dismembered,” tweeted Syrian foreign affairs analyst Ammar Abdulhamid.

Turkey is now reportedly offering to mediate a peace deal in Syria, as well as in the region. Both Damascus and Ankara agree that the Islamic State (ISIS) group and the Jabhat Al-Nusra front should not have a presence in the region",fake,fake,1
Highlights: The Trump presidency on March 20 at 9:20 P.M. EDT,"Highlights: The Trump presidency on March 20 at 9:20 P.M. EDT.

Last Tuesday, Donald Trump took his first presidential steps into the Oval Office. He didn’t arrive alone.

The United States Secret Service, tasked with protecting the president and the White House complex, had already secured the building and grounds for the entire staff working in this historic space. The agents were ready to deal with thousands of people who would be walking in unannounced, and they were ready, equipped with the weapons and equipment necessary for the job.

But before the new president and his wife, Melania, entered the West Wing, they stepped out of a black SUV, walked across the street to the West Wing, went",fake,fake,1
Trump picks former U.N. spokesman Grenell for ambassador to Germany,"Trump picks former U.N. spokesman Grenell for ambassador to Germany

WASHINGTON – President Donald Trump nominated State Department spokesman John Kirby for permanent ambassador to Germany, a move that would put the former top spokesman for the United Nations at the center of policy debates in the world’s largest economy.

But even Trump’s picks for ambassadorships are likely to face questions about his commitment to the independence of the State Department and its diplomatic corps, and questions at confirmation hearings about whether their views are consistent with those of the White House.

Trump nominated Kirby, a U.S. citizen currently serving as acting assistant secretary in the State Department’s Bureau of Near Eastern Affairs, on Monday. With the nomination, Trump",fake,fake,1
Libyan coast guard rescues more than 250 migrants trying to reach Italy,"Libyan coast guard rescues more than 250 migrants trying to reach Italy

The coast guard said Monday that 250 migrants from Bangladesh, Eritrea and Afghanistan had been rescued at sea.

The operation involved seven boats from the Libyan coast guard around the Zawiya, a town to the east of Tripoli, the capital, which they said was the point of departure for hundreds of people trying to reach Italy by boat.

Five traffickers were also arrested in various locations along the Libyan coastline.

Libya's coast guard said on Twitter that the search and rescue operation began at 2 a.m. local time.

""It ended a few minutes after noon,"" said Haitham Ali, the coast guard spokesman.

",fake,fake,1
Democratic senator tussles with U.S. Treasury secretary over communication,"Democratic senator tussles with U.S. Treasury secretary over communication with Russians during the 2016 campaign

Sen. Mark Warner (D-Va.) on Tuesday tussled with U.S. Treasury Secretary Steven Mnuchin, during a Senate hearing, over the administration’s handling of communications with Russians during the campaign.

Warner, the ranking Democrat on the Senate Intelligence Committee, grilled Mnuchin about whether or not the Treasury Department was aware of a private meeting between Donald Trump Jr., Trump’s eldest son, and a Russian lawyer.

This meeting came to light earlier in the week as a result of a Wall Street Journal report.

“We’re talking about a Russian who, according",fake,fake,1
Bulgarians use 'speed dating' to get know migrants,"Bulgarians use'speed dating' to get know migrants

Youths from different Balkan countries gather on the Bulgarian Black Sea resort of Nessebar in 2013 to hold their first'speed dating' event. The aim is to find 'long-lasting partners' amid the massive influx of migrants to the country. (Photo: Vasil Trambov)

A few years ago, Bulgarian media reported that Bulgarians might soon be dating non-Bulgarians. Now, local media refer to the “new” Bulgarians as the “speed daters.” Some have even gone so far as to call them “scroungers.” The situation might soon have dire consequences: some",fake,fake,1
"Trump team wants more NAFTA access for U.S. goods, services: lawmakers","Trump team wants more NAFTA access for U.S. goods, services: lawmakers

President Donald Trump's administration told senators on Wednesday to expect to see some changes in their country's policy on trade and other issues if the U.S. is not included in the new Trans-Pacific Partnership.

""We are in favor of a more balanced trade. And I think there are trade issues that we can agree with both sides where we can negotiate together,"" U.S. Trade Representative Robert Lighthizer told the Senate Finance Committee.

Lighthizer's comments came on day two of a three-day trade mission to Asia to strengthen U.S. economic and security ties. The trip, including meetings in Singapore and Tokyo,",fake,fake,1
"Trump meets insurers, promises catastrophic year for Obamacare","Trump meets insurers, promises catastrophic year for Obamacare

After a chaotic open enrollment season in which insurers canceled policies and left-leaning states refused to participate, President Donald Trump met with top health insurance executives at the White House Tuesday to reassure them Obamacare isn't about to go kablooey.

""It was a very, very positive meeting,"" a person familiar with the discussions told the Washington Examiner. ""We were very pleased.""


President Donald Trump speaks at the National Association of Home Builders 2017 Housing Market Report Conference, Wednesday, March 1, 2017, in Washington. Associated Press/Evan Vucci

The White House meeting took place after the administration unveiled a new plan to stabilize Obamacare markets, which will help keep insurers",fake,fake,1
White House says Trump tweet meets Comey tapes records request,"White House says Trump tweet meets Comey tapes records request

President Donald Trump’s tweet on Friday about tapes of his meetings with former FBI Director James Comey met the criteria of a formal public record request, according to White House Press Secretary Sean Spicer and a National Archives spokesman.

The exchange came late Friday afternoon, as the White House press briefing was underway. But a questioner at the briefing did not specify the records request.

White House spokeswoman Hope Hicks said that the president’s tweet met the legal criteria for formal record request.

White House counsel Donald McGahn said, according to a transcript released by the White House, that the tweet included “the specific documents that he wanted records about, and the specific",fake,fake,1
"Iran vows to stand with Baghdad, Ankara against Iraqi Kurds' independence push","Iran vows to stand with Baghdad, Ankara against Iraqi Kurds' independence push

Iraqi Foreign Minister Ibrahim al-Jaafari said on Tuesday that Iraq and Iran would never allow the Iraqi Kurds to form an independent state.

In a speech to the National Security Council, al-Jaafari said he had received assurances from Iranian Foreign Minister Javad Zarif that Iran would not allow the Kurds to form an independent state.

“We don't allow the separation of Kurds in the same way we don't allow the separation of Arabs,” al-Jaafari said. “In Iraq, no part of people should leave the national territory and sovereignty, we won't allow it.”

He pointed",fake,fake,1
Democrat Gillibrand opposes Trump's Supreme Court nominee,"Democrat Gillibrand opposes Trump's Supreme Court nominee Brett Kavanaugh as the #MeToo movement gains steam and several women accuse the judge of sexual misconduct.

Senate Democrats are planning to delay a vote on Brett Kavanaugh's nomination to the Supreme Court, citing concerns over his “questionable” claims of sexual assault.

Gillibrand, who is up for re-election in New York’s Senate seat in November, said the “toxic” and “false” allegations against Kavanaugh could taint the confirmation process. She also indicated she was withholding support for the judge pending further investigation.

“The fact that he would choose such a path should be concerning to all senators,�",fake,fake,1
"Juncker wants EU finance minister, no separate euro budget or parliament","Juncker wants EU finance minister, no separate euro budget or parliament

By Philip Pullella

Luxembourg's prime minister Jean-Claude Juncker (L) and European Council President Donald Tusk attend the first meeting of the General Affairs and External Relations Council at the EU council building in Luxembourg City, Luxembourg, 09 October 2016. Photo: Eric Vidal/Reuters

By Philip Pullella

Luxembourg's prime minister Jean-Claude Juncker (L) and European Council President Donald Tusk attend the first meeting of the General Affairs and External Relations Council at the EU council building in Luxembourg City, Luxembourg, 09 October 2016. Photo: Eric Vidal/Reuters

Luxem",fake,fake,1
Leading Democrat: Critics can't conclude Trump is impaired,"Leading Democrat: Critics can't conclude Trump is impaired

Former President Bill Clinton said Thursday that the people who are raising questions about Donald Trump’s mental health are being unfair, adding his own experience with mental illness helps him empathize.

Asked by MSNBC’s Chris Matthews about the possibility that the presumptive Republican nominee has a problem, Clinton defended his ex-wife, Hillary, and former President Barack Obama.


“I don’t believe in these generalizations and conclusions about folks’ mental health,” Clinton said.

“I’m a former president. This is a job that takes a lot out of you. They’ve all said, ‘My God",fake,fake,1
Michigan governor denies misleading U.S. House on Flint water,"Michigan governor denies misleading U.S. House on Flint water crisis

By
Eric Lipton and Dan Morse

March 16, 2018Updated Mar 16, 2018 at 12:51 PM

Click photo to enlarge

FILE -- In an Aug. 6, 2017 file photo, Michigan Gov. Rick Snyder arrives to testify about the Flint water crisis before the House Oversight and Government Reform Committee hearing on Capitol Hill in Washington. Snyder is denying misleading Congress about his knowledge of water in Flint, insisting he didn't misspeak when he told lawmakers he was ""frustrated"" with how the city acted. (AP Photo/Cliff Owen, File)

Flint's lead-tainted water contaminated the blood of young children and",fake,fake,1
"Turkey, Iran, Iraq may meet to discuss Kurdish Iraqi referendum: Turkey PM","Turkey, Iran, Iraq may meet to discuss Kurdish Iraqi referendum: Turkey PM Erdogan says talks on the constitutional referendum being carried out by Iraq and Turkey.

At a news conference following a cabinet meeting on Wednesday, Turkey’s prime minister added that if a solution can be found, ""all three issues will be solved at the same time.""

""I think we should make more efforts for a solution. Talks are ongoing with Iraq,"" Erdogan said.

Turkey's position was confirmed by Foreign Minister Mevlut Cavusoglu, who said talks were under way to resolve the issue, without making a firm commitment.

""In order to settle this matter, there are ongoing discussions between Turkey and Iraq, and there is",fake,fake,1
Obama unveils wage insurance plan to spur job seekers,"Obama unveils wage insurance plan to spur job seekers

Obama unveils wage insurance plan to spur job seekers

By

on

August 18, 2014

President Barack Obama unveiled a new plan Wednesday to protect millions of workers from unemployment by offering them new and higher wages if their employers cut salaries.

“In an economy growing as fast as ours, no one who works full-time should ever have to live in poverty,” Obama said. “But too many families are working harder than ever just to get by, and the federal government can't do it alone -- we need to do something about it together.”

As part of his $447 billion plan to boost job growth, Obama",fake,fake,1
"Biden, Ukraine's Poroshenko to meet Thursday: White House","Biden, Ukraine's Poroshenko to meet Thursday: White House, Kyiv

White House officials have advised Ukrainian President Petro Poroshenko to postpone a scheduled meeting with Vice President Joe Biden on Thursday amid heightened tensions between Kyiv and Moscow that have been sparked by Russia’s military operation in Crimea.

The top White House officials said they have advised Poroshenko to postpone his meeting with Biden in the wake of Russia’s incursion into Crimea and reports that Russian troops are preparing to move into eastern Ukraine.

The Ukrainian president is scheduled to give a televised address at 9 p.m. EDT Thursday from Kyiv.

The White House officials said Poroshenko is scheduled to meet with Biden in Kyiv later Thursday",fake,fake,1
Argentina judge says death of prosecutor Nisman was murder,"Argentina judge says death of prosecutor Nisman was murder

Reuters

Published Monday, January 19, 2013 12:40AM EST

Updated Monday, January 19, 2013 10:26PM EST

BUENOS AIRES, Argentina (AP) - An Argentine judge said Monday that the death of prosecutor Alberto Nisman two weeks ago was a homicide and that the evidence pointed to an involvement by President Cristina Fernandez de Kirchner and her foreign minister, Hector Timerman.
Nisman was found dead about 18 hours after the public prosecutor's investigators and agents showed up at the Fernandez de Kirchner's home to inspect documents allegedly related to a deal with Iran.
Nisman's death has shaken the country and",fake,fake,1
"Chinese state tabloid warns Trump, end one China policy and China will take revenge","Chinese state tabloid warns Trump, end one China policy and China will take revenge

As China's foreign trade, defense and military modernization progresses, a new trend is emerging: using media to manipulate public opinion has become more prevalent.

The state-backed China Global Television Network (CGTN) newspaper, a subsidiary of the Chinese Communist Party's People's Daily, recently launched an article titled, ""Will Trump lose China trade war?""

The piece warns the US president Donald Trump and the US administration must ""stop the China-bashing with a clear mind,"" adding that ""in the coming days, China will take revenge.""

""The Chinese government and its people can't allow themselves to be dragged into the trade war with",fake,fake,1
Pakistan debates how to fill education gaps,"Pakistan debates how to fill education gaps, boost economy

Karachi - Pakistan has long struggled to educate its youth on a massive scale, leaving hundreds of thousands of students with no access to a secondary education, but the government is now racing to plug the most glaring gap in its system by building millions of new classrooms.

With a population of more than 200 million, Pakistan has a woefully large pool of young people who are not receiving any formal education and the government has been challenged by a staggering 40 percent of secondary school-age children who fail to go to school.

Despite the efforts of the education sector, Pakistan is projected to have an 18 percent unemployment rate for the youth in 2019, nearly twice the global average.

",fake,fake,1
Unlikely allies eye vote to legalize cannabis in New Zealand,"Unlikely allies eye vote to legalize cannabis in New Zealand

Auckland and Wellington are debating whether to allow the legalising of cannabis as the country’s two most senior lawmakers prepare to visit Australia and Canada for a series of official and private talks.

The New Zealand parliament yesterday debated and approved the country’s controversial spy bill that allows the intelligence services to snoop on the internet and phone calls.

NZ First leader Winston Peters last night blasted the legislation, which he described as “Orwellian” after a public consultation. And Labour’s Simon Bridges called it a “big, sloppy bill”. Both parties oppose the bill, which was passed in the House by a vote of 81",fake,fake,1
House Democratic leader Pelosi backs Clinton for president,"House Democratic leader Pelosi backs Clinton for president, despite her'mistake' in voting for the Iraq war House Minority Leader Nancy Pelosi says she is still backing Democratic rival Hillary Clinton for president, despite her ""mistake"" in voting for the Iraq war. The California Democrat said Mrs. Clinton is the best option for Democrats for president in November.

By DANIEL LEAL-OLIVAS
Published March 28, 2007

WASHINGTON — In a move that stunned her party and her allies, House Minority Leader Nancy Pelosi endorsed Hillary Clinton for president on Tuesday, even as the first lady was struggling to fend off a series of damaging accusations that she had mishandled top diplomatic secrets.

After weeks of speculation in Washington that Mrs.",fake,fake,1
Trump says may tie infrastructure with healthcare or tax reform: NY Times,"Trump says may tie infrastructure with healthcare or tax reform: NY Times

President Trump says he may ""tie"" his infrastructure plan to a tax cut or a health insurance bill, saying he is not interested in ""a lot of the things that are out there.""

""I don't want to get into that,"" the president told reporters Sunday after meeting with House Republicans on a potential tax overhaul. ""I don't want to get into tax cuts — I don't like to do tax reform like that. I don't want to get into infrastructure right now.""

""I like what I'm doing with the military and what I'm doing with health care,"" he added.

If his infrastructure plan is tied to tax reform,",fake,fake,1
Pakistan official details car chase that freed kidnapped U.S.-Canadian family,"Pakistan official details car chase that freed kidnapped U.S.-Canadian family (GALLERY)

Pakistan’s security forces have released a photo of three men being chased on a motorcycle in a dramatic end to a kidnapping case. The incident happened after the men were spotted near a home in Lahore. They had been kidnapped while out for dinner Sunday night, with their car and other possessions still parked in front of their home.


The incident took place in Pakistan’s Punjab province on Sunday night.

Around 10:30 p.m., the kidnappers had stopped the vehicle carrying three passengers at a roadside check point before releasing them. The passengers then went to a nearby home for help.


One of the",fake,fake,1
U.S. House panel to begin hearings on tax reform next week,"U.S. House panel to begin hearings on tax reform next week

The U.S. House and Senate will begin hearings on the need for a comprehensive overhaul of the U.S. tax system for high-income individuals and corporations next week, according to a schedule released by the chairman of the House Ways and Means Committee.

The first hearings on the fiscal 2020 tax reform plan will be held Tuesday and Wednesday. Ways and Means Committee Chairman Kevin Brady is scheduled to testify Wednesday, while House Speaker Nancy Pelosi and Senate Republican leader Mitch McConnell are set to testify on Tuesday.

The U.S. Senate Finance Committee hearings on Wednesday and Thursday will be led by panel chairman Orrin Hatch and finance panel ranking member Ron Wyden",fake,fake,1
China complains about Taiwan content in U.S. defense act,"China complains about Taiwan content in U.S. defense act

The State Department said in a report to Congress that China had blocked U.S. military exchanges with the island of Taiwan. It said that China had also demanded that the United States cancel a sale of a U.S.-Taiwanese communications system “that China regards as destabilizing.”

In the report, the State Department also described China as having refused to respond to two high-level meetings between U.S. and Taiwanese authorities, and as having failed to respond in good faith to U.S. proposals to resolve the problem that led to the meetings.

The department said the United States proposed that Taiwan be designated a “country of",fake,fake,1
U.N. chief says no communication with North Korea is dangerous,"U.N. chief says no communication with North Korea is dangerous

New York (CNN) -- South Korean President Lee Myung-bak and his Chinese counterpart Hu Jintao pledged closer cooperation as they met for the first time Friday at a UN meeting.

Addressing the General Assembly in New York, Lee said ""a special sense of closeness"" between South Korea and China exists. He also said both countries will strengthen their friendship and cooperation in all areas.

""I am confident that we will overcome all the obstacles that impede our relationship so that we can further improve it as we look for a common future and cooperate more closely,"" he said.

Lee's China visit coincides with the two-day U.",fake,fake,1
Europe could soon be within range of North Korean missiles: France,"Europe could soon be within range of North Korean missiles: France’s President Emmanuel Macron said that the French military is “at the disposition” of the US for any need to defend Europe, as NATO Secretary General Anders Fogh Rasmussen warned “it's not a game.” What threat is Europe facing? RT looks at the history of tensions between Russia and NATO.

­US President Donald Trump warned US allies they must pay their way, a day after he called German trade barriers “horrible” and said that “we’ll see” about the future of the Paris Climate Accord.

On Wednesday, the US leader said Europe is getting “very rich” off the �",fake,fake,1
Clinton names Obama veterans to White House transition team,"Clinton names Obama veterans to White House transition team

posted at 2:21 pm on January 30, 2009 by Allahpundit

Breaking today in the New York Times:

…[T]he president-elect is enlisting a group of people long tied to his campaign for his transition team.

Those people include Mr. Obama’s closest political adviser, David Axelrod; the political director of Mr. Obama’s presidential campaign, Pete Rouse; the director of his 2008 campaign, Robert Gibbs; and the manager of Mr. Obama’s 2008 campaign, Jim Messina.

Among the people taking part in the transition are officials from Obama for America, the organization created to lead his campaign",fake,fake,1
White House: Congress would have most impact on fighting tax avoidance,"White House: Congress would have most impact on fighting tax avoidance

The White House on Monday issued a statement in response to a CNBC report that it would be impossible to fight large-scale tax avoidance without first passing legislation on trade.

(CNBC)



In the statement, the White House asserted:



""There should be no doubt that Washington must act to change our system so that it does not reward companies that are moving jobs and profits overseas. The Administration continues to believe that Congress should work in the coming weeks to enact comprehensive tax reform with one of the highest priorities being to improve the U.S. business tax climate and level the playing field for American companies that create jobs. The Administration strongly opposes any efforts",fake,fake,1
Mexico foreign minister heads to U.S. to meet with Dreamers,"Mexico foreign minister heads to U.S. to meet with Dreamers

Luz María Alcántara, left, and Jose Antonio Meade, are among Mexican officials who have been in talks with U.S. officials to resolve the issue of undocumented immigrants who were brought to the U.S. as children. The two are seen here in this photo taken in February 2017. (Carmen Lomelí / El Universal via AP)

MEXICO CITY (AP) - In the United States at least, Mexico's new top diplomat is making an immediate splash. On Wednesday, the head of the Mexican foreign ministry took his first trip across the border as Mexico's new point-man on the ""Dream",fake,fake,1
U.S. military says conducted air strike against ISIS in Somalia,"U.S. military says conducted air strike against ISIS in Somalia

The U.S. military conducted one air strike Tuesday against the Islamic State in Somalia, one week after a U.S. commando died of wounds suffered during the same mission in Mogadishu.

The strike was carried out in collaboration with the Somali National Army in the central region of Awdal, the U.S. Africa Command said in a statement on Tuesday. At least two Islamic State fighters in the region were killed, the statement said. Four civilians were killed and seven civilians were wounded during the strike, according to the statement.

The air strike resulted in the first U.S. combat death of the year in Somalia, the statement said",fake,fake,1
"Warren, Kaine, Castro on Clinton running-mate short list: AP","Warren, Kaine, Castro on Clinton running-mate short list: AP interview with Democrats

Democrats Hillary Clinton and Tim Kaine were interviewed for the vice presidential nomination last Wednesday, according to people who spoke with them at the event.

Clinton and Kaine both declined to discuss the meeting, according to the people, who spoke on condition of anonymity because they were not authorized to speak publicly.

Other people close to the candidates, including a person with direct knowledge of the meeting, said Clinton was among the candidates with whom Clinton and Kaine met.

Several people have said both candidates have been considered, while others have said Kaine was not among the candidates considered in the meeting.

Kaine is seen as a natural Clinton choice as vice",fake,fake,1
Illinois governor reports $188.1 million in 2015 personal income,"Illinois governor reports $188.1 million in 2015 personal income, tops all other states by far

Illinois Gov. Bruce Rauner, a Republican whose state has been the target of many recent attacks by national conservative groups and lawmakers, reported a $188.1 million adjusted gross income in 2015, according to the Illinois Department of Revenue. That made him the nation’s 10th-highest-paid governor—$2.4 million more than the national average.

Rauner’s 2015 income was $9.3 million less than the $197.4 million he reported in 2014, his first full year as governor. The lower income reflected an effective reduction of $9.2 million in Illinois income",fake,fake,1
Factbox: Five facts about ex-Trump security aide Michael Flynn,"Factbox: Five facts about ex-Trump security aide Michael Flynn

Michael Flynn was removed as President Donald Trump's national security adviser in February. The retired lieutenant general, who is credited with helping Trump secure the Republican nomination, is expected to cooperate with Special Counsel Robert Mueller. (July 26)

Michael Flynn, pictured in 2011, was removed as President Donald Trump's national security adviser in February. The retired lieutenant general, who is credited with helping Trump secure the Republican nomination, is expected to cooperate with Special Counsel Robert Mueller. (July 26)

WASHINGTON – Retired Lt. Gen. Michael Flynn made $53,000 working for the Russian company that once employed the son of an influential former congressman, the House Oversight Committee has",fake,fake,1
House tax panel chair: corporate tax cut may take 'several steps',"House tax panel chair: corporate tax cut may take'several steps' as long as Trump and GOP leaders support it

Republican House tax committee chairman Neal Dunn says tax cuts may have to be part of an eventual overhaul of the tax code.

Republican House Ways and Means Committee Chairman Kevin Brady said Wednesday's bill will include a corporate tax cut, and it could go the route of the Senate's $1 trillion proposal.

""Look, we're going to be doing something,"" said Brady of the legislation. ""I think it is important to recognize where we are.""

The Senate Finance Committee is working on its own tax overhaul proposal, which would lower rates and eliminate most itemized deductions. Sen. Chuck Grassley (R",fake,fake,1
"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses","U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses

Updated

U.S. Senator Bernie Sanders has claimed three Democratic caucuses in the past 24 hours.

He won caucuses in Washington, Washington state and Hawaii on Saturday, his campaign announced.

The senator from Vermont is now the front-runner for the nomination ahead of Hillary Clinton.

But Clinton has won a string of state victories, including in Iowa and South Carolina.

She was also celebrating victory in the Nevada caucuses.

Senator Sanders also hopes to win the New Hampshire primary next week, and many believe he'll win the all-important Iowa caucus on February 1.

But Clinton has won the backing of the power centres",fake,fake,1
"Knifeman attacks soldier in Paris subway, terrorism probe opened","Knifeman attacks soldier in Paris subway, terrorism probe opened

A subway rider holds a knife at a train station in Paris, Thursday, Nov. 23, 2015. A man armed with a knife attacked a soldier in a Paris subway train Thursday, shouting ""Allahu akbar"" — ""God is greatest"" in Arabic — and injuring the soldier before he was wrestled to the ground by other passengers, according to the prosecutor's office. The attacker was arrested at the scene and has been held in custody. (AP Photo/Jacques Brinon)

A subway rider holds a knife at a train station in Paris, Thursday, Nov. 23, 2015. A man armed with a knife attacked a soldier in a Paris subway",fake,fake,1
Undocumented immigrants given roles at Democratic convention,"Undocumented immigrants given roles at Democratic convention

By MATTHEW LEEAssociated Press

Posted:
03/12/2012 11:00:00 AM CST

Updated:
03/13/2012 07:38:01 AM CST

Click photo to enlarge

FILE - In this Aug. 30, 2011 file photo, Jose Garcia, right, listens to testimony, along with his wife, Norma, as he sits in the front row of the immigration court at the detention center in San Antonio. Hundreds of undocumented immigrants will be allowed to serve as volunteers at the Democratic National Convention. (AP Photo/San Antonio Express-News, Melissa Phillip, File)

SAN ANTONIO—Hundreds of undocumented",fake,fake,1
"In Beijing, Trump presses China on North Korea and trade","In Beijing, Trump presses China on North Korea and trade

Donald Trump arrived in China Thursday for the first state visit by a U.S. president in 17 years, setting out to build on his election-season promises to crack down on the country's trade practices and confront U.S. rivals.

The two-day visit comes as Trump and some of his advisers are preparing to push China to step up a campaign of pressure on North Korea over its nuclear program, according to U.S. officials. The officials, who weren't authorized to speak publicly about Trump's trip, say Chinese President Xi Jinping is expected to bring up the issue in meetings with Trump during the visit.

Advertisement

Trump's trip to Asia",fake,fake,1
U.S. judge finds Texas voter ID law was intended to discriminate,"U.S. judge finds Texas voter ID law was intended to discriminate against minorities, poor

Texas’ voter ID law was ‘adopted with a discriminatory purpose,’ U.S. judge rules

AUSTIN — The Justice Department sued Texas this year because it had violated the law banning racial discrimination in voting by requiring Texas voters to show a government photo ID when they vote.

Two years later, U.S. District Judge Nelva Gonzales Ramos issued a scathing ruling yesterday finding that the law was indeed adopted with a discriminatory purpose.

“This evidence demonstrates beyond any doubt that the legislature amended its Texas Constitution in order to discriminate against the poor and against African-American and Hispanic voters,",fake,fake,1
"While wealthy Mexicans swamped by quake aid, poor feel abandoned","While wealthy Mexicans swamped by quake aid, poor feel abandoned

Guadalupe Aguilar holds her daughter, 6-year-old Gabriela, as the pair walk along a street in Mexico City’s Cuernavaca district last week. Aguilar, 32, says she was left destitute and forced to rely on charity after her husband’s job was eliminated.

The scale of earthquake aid to Mexico – from food, water and medicine to clothing and shelter – was staggering. An early estimate said the government had handed out $3.5 billion and private corporations another $3.1 billion. A week on, the figure remains difficult to verify, and charities say they are struggling to provide relief.
",fake,fake,1
Republicans seek special counsel's removal from Russia probe,"Republicans seek special counsel's removal from Russia probe

Rep. Trey Gowdy, chairman of the House Oversight and Government Reform Committee, speaks with reporters after a House Intelligence Committee hearing on potential conflicts of interest by FBI Director James Comey in the federal investigation of former Secretary of State Hillary Clinton's private email server on Capitol Hill in Washington on Tuesday, May 9, 2016. (AP Photo/J. Scott Applewhite, Pool)

WASHINGTON (AP) — Congressional Republicans are calling for the removal of U.S. Attorney for the District of Columbia Jessie Liu as a special prosecutor in the investigation into Russia's role in last year's presidential election, saying she has an inherent conflict of interest because she was involved in the Clinton email matter as the",fake,fake,1
Ex-U.S. Attorney Yang being considered for SEC chair: source,"Ex-U.S. Attorney Yang being considered for SEC chair: source

Paul R. La Monica | NBC News

Show Caption Hide Caption SEC chair Yang has a reputation for being a tough prosecutor Former U.S. Attorney Preet Bharara, right, was fired by President Trump. Sources say his former deputy, George T. Yang, could fill the job. (July 31)

WASHINGTON — Former U.S. Attorney George T. Yang could be President Donald Trump's pick for the next chair of the Securities and Exchange Commission, sources with direct knowledge of the matter told NBC News.

The sources say Yang, who served as Bharara's deputy, has the president's full support and has been chosen for",fake,fake,1
South Africa's Ramaphosa gets most nominations ahead of ANC leadership vote,"South Africa's Ramaphosa gets most nominations ahead of ANC leadership vote

Pretoria, South Africa (CNN) -- As the ANC gears up for its national leadership vote, President Jacob Zuma, the long-serving head of the party, has the most nominations.

South African President Jacob Zuma is set to lead the ANC in the 2016 party elections.

An ANC statement released Tuesday, ahead of the party's December 4 vote, said Zuma will lead the party into the elections of 2018.

The ANC's top six leaders, including Zuma, will also be re-elected to serve on the National Council.

The ANC's secretary-general, Gwede Mantashe, said he will",fake,fake,1
Highlights: The Trump presidency on March 13 at 9:05 p.m. EDT,"Highlights: The Trump presidency on March 13 at 9:05 p.m. EDT

The White House on March 13 at 9:05 p.m. EDT President Donald Trump will speak at Mar-a-Lago, the private club in Palm Beach, Florida, that he has used on a regular basis since December 2011, as a way of breaking the news of the firing of FBI Director James Comey. (The White House later clarified that Trump had ""re-tweeted"" the message from a user, @realDonaldTrump, rather than issuing the announcement himself.)

It's unclear how that conversation between Trump and the president of Russian state-owned news outlet RT America will unfold. On the same day, Trump will visit the",fake,fake,1
Russian warships dock in Philippines as Manila cultivates new ties,"Russian warships dock in Philippines as Manila cultivates new ties with Beijing

Philippines’ navy frigate BRP Gregorio del Pilar (BRP-GRP) (left) meets Chinese naval ship HLY-1 as the HLY-1 and Gregorio del Pilar dock in Subic Bay, on February 5, 2018. / AFP PHOTO / CNP/JAVIER SOLORANO

Two Chinese warships have docked in Manila amid President Rodrigo Duterte’s warming of relations with China, with the Philippine navy and Coast Guard on Saturday joining the Chinese navy at the country’s biggest naval base.

A fleet of three Chinese warships took the first leg of their way home, arriving at",fake,fake,1
China hopes all sides' words and actions reduce tension on Korean peninsula,"China hopes all sides' words and actions reduce tension on Korean peninsula: Xinhua

BEIJING, Oct. 3 (Xinhua) -- China stands ready to work with all sides to ease tension on the Korean peninsula and hope all parties' words and actions make the peninsula peaceful and stable, Chinese Foreign Ministry spokesman Geng Shuang said Monday.

""As part of an international community, China attaches great importance to the maintenance of regional peace and stability and hopes all sides will take measures to reduce tension and restore peace,"" Geng said.

Geng made the remarks at a daily news conference held by the Foreign Ministry in Beijing.

He was asked whether China is worried about North Korea's missile launches and nuclear tests",fake,fake,1
Trump could pull out of global climate accord in a year: lawyers,"Trump could pull out of global climate accord in a year: lawyers ‘deeply concerned’ The move could mean the United States, the world’s second largest emitter of greenhouse gases, drops out of the Paris climate deal.

President Donald Trump has considered pulling the United States out of the Paris Agreement on climate change for days, sources familiar with the issue told ABC News — a move that could happen as early as this year, according to two sources involved in the conversations.

The move would be in keeping with Trump’s public statements in recent days that he wants to “expand” the U.S. energy sector and wants to do so with oil, a source familiar with the matter told",fake,fake,1
Senate to vote on Saudi arms sale measure this week: senators,"Senate to vote on Saudi arms sale measure this week: senators

January 7, 2016 12:01 AM

16
0

WASHINGTON (Reuters) - The Senate is expected to vote this week on a series of controversial provisions that would allow President Barack Obama to proceed with a controversial sale of weapons to Saudi Arabia, U.S. senators said on Monday.

The United States has long sought to close a gap in its arms sales to Saudi Arabia. The White House wants to sell more than $100 billion worth of weapons for use by Saudi Arabia, Jordan, Egypt and other countries battling Islamic State militants in Syria and Iraq and for years has faced resistance from Congress.

The measure would include more than $1.15",fake,fake,1
